item_category_link_uid,item_category_uid,sequence_no,link_name,full_link_path
403203,18719,2,Instructions for sending scanned files,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ScannerCustomLinerE-OrderInstr2015.pdf
405967,16664,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/schema_hydealII_700_UK.pdf
8681,9212,1,Scientific Rational for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Scientific Rationale.pdf
26061,18014,6,Scoliosis Wear and Care Guide,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ScoliosisWearAndCareGuide-BOP.pdf
7247,510,2,Fabrication Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Scotty Free Motion Ankle Joint Fabrication Instructions.pdf
24537,17288,6,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-08-11-at-1.50.07-PM-768x188.pdf
23088,10456,5,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-08-11-at-11.13.51-AM-768x229.pdf
23098,10459,4,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-08-11-at-2.40.21-PM-768x284.pdf
23102,10460,5,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-08-28-at-11.14.19-AM-768x217.pdf
23092,10441,5,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-08-30-at-1.12.52-PM-768x249.pdf
26491,18212,4,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-09-18-at-11.36.02-AM-768x343.pdf
26486,18211,4,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-09-18-at-11.41.35-AM-768x343.pdf
24560,17308,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-09-21-at-12.43.06-PM-768x328.pdf
24525,17286,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2017-11-02-at-8.22.24-AM.pdf
26497,18213,5,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Screen-Shot-2018-01-04-at-2.53.41-PM-768x317.pdf
657,946,2,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS PF-MAR-G.pdf
26847,18348,3,SDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS Sheet.pdf
540,963,1,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS Solka-Floc 40.pdf
404528,18721,4,Safety Data Sheet,"https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS WP002 1S, 1A, 1H, 1P.pdf"
27021,948,2,SDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS%20PRR-G.pdf
818,952,1,COE TRAY PLASTIC: Fast Liquid SDS,"https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS_COE TRAY PLASTIC (Liquid, Set Fast).pdf"
25693,952,3,COE TRAY PLASTIC: Regular Liquid SDS,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS_COE TRAY PLASTIC (Reg Liquid).pdf
25698,17848,2,SDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SDS_COECAL.pdf
403476,19747,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/seal-in-x-locking_cat-page_global_190327.pdf
399995,10357,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Seal-Tite%20-%20Instructions%20for%20Use.pdf
7095,4965,3,Manufacturer Sales Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Seattle Catalyst-Catalyst 9 Sales Sheet.pdf
402941,15833,4,Sensitive Catalog Page,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Sensitive Catalog page.pdf
406060,19843,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SENSOR_Knee.pdf
399683,18242,5,Service Kit Components,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Service%20Kit%20Components.pdf
7259,748,4,Product Guide,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ShearBAN 749 Series Product Guide.pdf
22985,8375,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Shell-air-ankle-walker.pdf
35804,19014,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Shelled Walker Boot Sizing Chart.pdf
14636,12436,3,"PDAC Letters: Shoulder Abduction Sling, Neutral",https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/shoulder_abduction_sling_neutral.pdf
14635,12436,2,"PDAC Letters: Shoulder Abduction Sling, Standard",https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/shoulder_abduction_sling_std.pdf
14637,12436,4,PDAC Letters: Shoulder Immobilizer Premium,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/shoulder_immobilizer_premium.pdf
24539,17290,2,Shoulder Sling info sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/ShoulderImmobilizer_info_sheet.pdf
24541,17290,4,Shoulder Sling fitting instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Shoulder-Sling-Elite_12.5.pdf
399493,20226,7,Side Mount Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SideMount_Instructions.pdf
22840,16634,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_chipsleeve_bk_sizing_chart.pdf
22829,16628,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_chipsleeve_sizing_chart.pdf
22842,16635,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_chipsleeve_tc_sizing_chart.pdf
22856,16642,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_compreboot_plus_sizing_chart.pdf
22854,16640,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_compreboot_sizing_chart.pdf
22825,7992,3,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_comprefit_bk_sizing_chart.pdf
25906,17962,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_comprefit_plus_sizing_chart.pdf
22846,16637,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_comprefit_tc_sizing_chart.pdf
22824,16626,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_compreflex_bk_sizing_chart.pdf
22827,16627,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_compreflex_lite_sizing_chart.pdf
22858,16643,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_compreshorts_sizing_chart.pdf
22831,16629,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_compresleeve_sizing_chart.pdf
22848,16638,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_medafit_bk_sizing_chart.pdf
22834,16630,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_medafit_sizing_chart.pdf
22851,16639,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_medafit_th_sizing_chart.pdf
22838,16633,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_medaglove_sizing_chart.pdf
22836,16632,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_medahand_sizing_chart.pdf
25909,17964,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sigvaris_therapy_supplies_1.pdf
20240,15704,2,Catalog,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Silipos Active Catalog.pdf
400209,1236,5,Product Catalog,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Silipos%20-%20Prosthetics%20Catalog.pdf
20438,15730,2,Catalog,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Silipos%20Active%20Catalog.pdf
19403,1636,3,Promotional Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/silipos_Promotion_SellSheet.pdf
392399,14607,4,Product Catalog,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Silipos_Prosthetics_Catalog.pdf
9839,3605,2,Promotion Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SiliposDuraGelPromotionSalesSheet-2016.pdf
1476,1636,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/silosheath_sizing chart.pdf
19409,8834,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/silosheath_sizing%20chart.pdf
25998,4408,3,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Sil-Poxy_sds.pdf
404307,8837,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Single Axis Product Info.pdf
26184,18079,5,Single Opening Fitting Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Single Opening Fitting Instructions_3.pdf
22747,6508,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_20.50_0.pdf
22757,16600,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_AchillesBoot_HiTop_LoTop.pdf
916,3250,1,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_Flatform_FlatformPlus.pdf
22762,16602,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_Genesis.pdf
8123,8716,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_JWalker_JWalkerPlus_AdjustaFit.pdf
22336,9286,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_Revolution3_0.pdf
23955,4496,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_TelescopingElbow_NeutralHandPositionAttachment.pdf
932,3259,1,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_WeeWalker_WeeWalkerAir.pdf
23930,9598,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_WraptorAnkle_HingedRaptor.pdf
22193,16342,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SizeChart_Z-12AdjustableOA.pdf
22202,12864,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SIZEMEASUREMENT.pdf
20108,10129,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-chart_trilok.pdf
5222,5139,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-lumboplus.pdf
5242,5129,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-rhizoloc.pdf
5201,5133,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-SecuTec-Genu.pdf
22363,8097,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-SofTec-Coxa.pdf
5205,5143,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-softecdorso.pdf
5202,5140,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-softecgenu.pdf
5203,5141,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/sizing-softec-oa.pdf
403381,19150,5,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Skeo Sealing IFU.pdf
25985,17988,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Slacker_Tactile_Mutator.pdf
8800,9284,2,Weight Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SL-AL16XXF-02-96x96.pdf
26565,18227,4,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SLEEQ MAX IFU_Draft3.pdf
19567,15440,2,SLEEQ™ Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SLEEQAP_Ap-_APL-Trans_instructions.pdf
19095,15087,5,SLEEQ™ FLEX Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SLEEQ-FLEX-IFU_Trans_instructions.pdf
26563,18227,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SLEEQMaxBrochure-Print.pdf
386117,7165,4,Catalog Page,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Sliding%20Plate%20and%20adjustment%20device%20BroadBay.pdf
22073,8121,4,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Slingshot3.pdf
8014,8558,2,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SLx_en-US.pdf
33607,15903,9,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SLx_xRx_en-US.pdf
979,678,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SmartKnit_seamless_socks_size_chart.pdf
20081,15637,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SmartKnit_seamless_socks_size_chart2.pdf
20078,15636,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SmartKnitActive_running_socks_size_chart2.pdf
20127,15645,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SmartKnitKids_bralette_size_chart.pdf
20096,15640,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smartknitkids_seamless_socks_size_chart_2.11.16.pdf
26722,18293,2,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SMO%20Sizing%20Chart.pdf
25988,17989,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_Alja-Safe_instructions.pdf
26005,17995,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_EA40_instructions.pdf
17986,7679,2,Safety Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_Flex_Foam-It_Series_msds.pdf
25919,17969,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_flexfoam-itivtuffstuff_instructions.pdf
25995,17991,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_Skin_Tite.pdf
13350,13779,3,MSDS Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_so-strong_msds.pdf
13348,13779,1,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_so-strong_salessheet.pdf
25913,17967,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_Super_Instant_Epoxy_instructions.pdf
25916,17968,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/smooth-on_UreBond_II_instructions.pdf
24759,17414,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SNAPstop Sales Sheet.pdf
22064,16309,4,Dorso Rigid Hyperextension Order Form,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Soft-Goods_Cervical-Spine_wWarranty-1.pdf
402269,5189,5,Assembly Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Softie-Belt-Assembly-3-16-18.pdf
402259,17956,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SOFTIE-Info-page-2019.pdf
402256,17956,3,Measurement Form,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Softie-Measurement-Form-10-17.pdf
402258,17956,7,Protocol,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Softie-Protocol-2019.pdf
402267,5189,7,Protocol,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Softie-TF-Protocol-2019.pdf
402268,5189,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SOFTIE-TF-Softie-Info-page-2019.pdf
403345,18664,4,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SoftSkin Liner Catalog.pdf
961,3357,1,Sizing Chart,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SoftWick-Socks-PDF.pdf
404187,11180,6,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Soleus Product Manual.pdf
404188,11180,7,Instructions for Use,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Soleus Technical Instructions.pdf
404195,11180,8,Engraving Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/soleus-engraving-brochure.pdf
26000,17992,2,Technical Data,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/So-Strong_Tints.pdf
26679,18266,2,Product Manual,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SOT Brochure - A350.pdf
400601,20355,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SOT Thumb Flyer.pdf
27020,18401,2,Product Information,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SPICA SKINZ_Brochure_for Mailer.0612.pdf
24501,17273,4,Spinal Bracing Products Catalog,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SpinalCat-Revd2_Final.pdf
13459,13880,2,Spine Line Brochure,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/Spine Line Brochure 2018 for O&P - 14502.pdf
14076,6714,4,Data Sheet,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SpineBrace_FlexPowerPlus_DataSheet.pdf
14077,6714,5,ICD9 Codes,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SpineBrace_FlexPowerPlus_ICD9-codes.pdf
14074,6714,2,Instructions,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SpineBrace_FlexPowerPlus_Instructions.pdf
14075,6714,3,Instructions Clinical Guidelines,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SpineBrace_FlexPowerPlus_InstructionsClinical-Guidelines.pdf
14078,6714,6,Medicare Indications and Limitations of Coverage,https://v2prodbackend.azurewebsites.net/api/digital/asset/get?fileName=pdfs/SpineBrace_FlexPowerPlus_Medicare-Indications-and-Limitations-of-Coverage.pdf
